train_id,train_name,journey_date,station_no,station_code,station_name,distance_km,scheduled_time,delay_minutes,actual_time,source
12805,Janmabhoomi Express,2026-08-04,23,SC,Secunderabad Jn,688,2026-08-04 18:25:00.000000,5.0,2026-08-04 18:30:00.000000,real
12805,Janmabhoomi Express,2026-08-04,24,BMT,Begumpet,693,2026-08-04 18:41:00.000000,1.0,2026-08-04 18:42:00.000000,real
12805,Janmabhoomi Express,2026-08-04,25,LPI,Lingampalli,711,2026-08-04 19:15:00.000000,40.0,2026-08-04 19:55:00.000000,real
12805,Janmabhoomi Express,2026-08-05,1,VSKP,Visakhapatnam Jn,0,2026-08-05 06:20:00.000000,,,real
12805,Janmabhoomi Express,2026-08-05,2,DVD,Duvvada,18,2026-08-05 06:43:00.000000,6.0,2026-08-05 06:49:00.000000,real
12805,Janmabhoomi Express,2026-08-05,3,AKP,Anakapalle,33,2026-08-05 06:58:00.000000,10.0,2026-08-05 07:08:00.000000,real
12805,Janmabhoomi Express,2026-08-05,4,YLM,Elamanchili,57,2026-08-05 07:13:00.000000,21.0,2026-08-05 07:34:00.000000,real
12805,Janmabhoomi Express,2026-08-05,5,TUNI,Tuni,97,2026-08-05 07:38:00.000000,29.0,2026-08-05 08:07:00.000000,real
12805,Janmabhoomi Express,2026-08-05,6,ANV,Annavaram,114,2026-08-05 07:58:00.000000,28.0,2026-08-05 08:26:00.000000,real
12805,Janmabhoomi Express,2026-08-05,7,SLO,Samalkot Jn,151,2026-08-05 08:33:00.000000,24.0,2026-08-05 08:57:00.000000,real
12805,Janmabhoomi Express,2026-08-05,8,APT,Anaparti,177,2026-08-05 08:49:00.000000,28.0,2026-08-05 09:17:00.000000,real
12805,Janmabhoomi Express,2026-08-05,9,RJY,Rajahmundry,201,2026-08-05 09:18:00.000000,24.0,2026-08-05 09:42:00.000000,real
12805,Janmabhoomi Express,2026-08-05,10,TDD,Tadepalligudem,243,2026-08-05 10:03:00.000000,25.0,2026-08-05 10:28:00.000000,real
12805,Janmabhoomi Express,2026-08-05,11,EE,Eluru,291,2026-08-05 10:43:00.000000,21.0,2026-08-05 11:04:00.000000,real
12805,Janmabhoomi Express,2026-08-05,12,NZD,Nuzvid,309,2026-08-05 11:03:00.000000,23.0,2026-08-05 11:26:00.000000,real
12805,Janmabhoomi Express,2026-08-05,13,BZA,Vijayawada Jn,350,2026-08-05 12:02:00.000000,-2.0,2026-08-05 12:00:00.000000,real
12805,Janmabhoomi Express,2026-08-05,14,TEL,Tenali Jn,382,2026-08-05 12:45:00.000000,3.0,2026-08-05 12:48:00.000000,real
12805,Janmabhoomi Express,2026-08-05,15,GNT,Guntur Jn,407,2026-08-05 13:10:00.000000,24.0,2026-08-05 13:34:00.000000,real
12805,Janmabhoomi Express,2026-08-05,16,SAP,Sattenapalle,450,2026-08-05 13:56:00.000000,54.0,2026-08-05 14:50:00.000000,real
12805,Janmabhoomi Express,2026-08-05,17,PGRL,Piduguralla,480,2026-08-05 14:22:00.000000,45.0,2026-08-05 15:07:00.000000,real
12805,Janmabhoomi Express,2026-08-05,18,NDKD,Nadikode,502,2026-08-05 14:43:00.000000,26.0,2026-08-05 15:09:00.000000,real
12805,Janmabhoomi Express,2026-08-05,19,MRGA,Miryalaguda,541,2026-08-05 15:12:00.000000,37.0,2026-08-05 15:49:00.000000,real
12805,Janmabhoomi Express,2026-08-05,20,NLDA,Nalgonda,578,2026-08-05 15:42:00.000000,49.0,2026-08-05 16:31:00.000000,real
12805,Janmabhoomi Express,2026-08-05,21,RMNP,Ramannapet,613,2026-08-05 16:14:00.000000,45.0,2026-08-05 16:59:00.000000,real
12805,Janmabhoomi Express,2026-08-05,22,CHZ,Charlapalli,676,2026-08-05 18:05:00.000000,-13.0,2026-08-05 17:52:00.000000,real
12805,Janmabhoomi Express,2026-08-05,23,SC,Secunderabad Jn,688,2026-08-05 18:25:00.000000,-1.0,2026-08-05 18:24:00.000000,real
12805,Janmabhoomi Express,2026-08-05,24,BMT,Begumpet,693,2026-08-05 18:41:00.000000,1.0,2026-08-05 18:42:00.000000,real
12805,Janmabhoomi Express,2026-08-05,25,LPI,Lingampalli,711,2026-08-05 19:15:00.000000,-25.0,2026-08-05 18:50:00.000000,real
12805,Janmabhoomi Express,2026-08-06,1,VSKP,Visakhapatnam Jn,0,2026-08-06 06:20:00.000000,,,real
12805,Janmabhoomi Express,2026-08-06,2,DVD,Duvvada,18,2026-08-06 06:43:00.000000,4.0,2026-08-06 06:47:00.000000,real
12805,Janmabhoomi Express,2026-08-06,3,AKP,Anakapalle,33,2026-08-06 06:58:00.000000,5.0,2026-08-06 07:03:00.000000,real
12805,Janmabhoomi Express,2026-08-06,4,YLM,Elamanchili,57,2026-08-06 07:13:00.000000,11.0,2026-08-06 07:24:00.000000,real
12805,Janmabhoomi Express,2026-08-06,5,TUNI,Tuni,97,2026-08-06 07:38:00.000000,20.0,2026-08-06 07:58:00.000000,real
12805,Janmabhoomi Express,2026-08-06,6,ANV,Annavaram,114,2026-08-06 07:58:00.000000,18.0,2026-08-06 08:16:00.000000,real
12805,Janmabhoomi Express,2026-08-06,7,SLO,Samalkot Jn,151,2026-08-06 08:33:00.000000,15.0,2026-08-06 08:48:00.000000,real
12805,Janmabhoomi Express,2026-08-06,8,APT,Anaparti,177,2026-08-06 08:49:00.000000,29.0,2026-08-06 09:18:00.000000,real
12805,Janmabhoomi Express,2026-08-06,9,RJY,Rajahmundry,201,2026-08-06 09:18:00.000000,23.0,2026-08-06 09:41:00.000000,real
12805,Janmabhoomi Express,2026-08-06,10,TDD,Tadepalligudem,243,2026-08-06 10:03:00.000000,24.0,2026-08-06 10:27:00.000000,real
12805,Janmabhoomi Express,2026-08-06,11,EE,Eluru,291,2026-08-06 10:43:00.000000,17.0,2026-08-06 11:00:00.000000,real
12805,Janmabhoomi Express,2026-08-06,12,NZD,Nuzvid,309,2026-08-06 11:03:00.000000,18.0,2026-08-06 11:21:00.000000,real
12805,Janmabhoomi Express,2026-08-06,13,BZA,Vijayawada Jn,350,2026-08-06 12:02:00.000000,2.0,2026-08-06 12:04:00.000000,real
12805,Janmabhoomi Express,2026-08-06,14,TEL,Tenali Jn,382,2026-08-06 12:45:00.000000,11.0,2026-08-06 12:56:00.000000,real
12805,Janmabhoomi Express,2026-08-06,15,GNT,Guntur Jn,407,2026-08-06 13:10:00.000000,26.0,2026-08-06 13:36:00.000000,real
12805,Janmabhoomi Express,2026-08-06,16,SAP,Sattenapalle,450,2026-08-06 13:56:00.000000,33.0,2026-08-06 14:29:00.000000,real
12805,Janmabhoomi Express,2026-08-06,17,PGRL,Piduguralla,480,2026-08-06 14:22:00.000000,33.0,2026-08-06 14:55:00.000000,real
12805,Janmabhoomi Express,2026-08-06,18,NDKD,Nadikode,502,2026-08-06 14:43:00.000000,31.0,2026-08-06 15:14:00.000000,real
12805,Janmabhoomi Express,2026-08-06,19,MRGA,Miryalaguda,541,2026-08-06 15:12:00.000000,42.0,2026-08-06 15:54:00.000000,real
12805,Janmabhoomi Express,2026-08-06,20,NLDA,Nalgonda,578,2026-08-06 15:42:00.000000,54.0,2026-08-06 16:36:00.000000,real
12805,Janmabhoomi Express,2026-08-06,21,RMNP,Ramannapet,613,2026-08-06 16:14:00.000000,50.0,2026-08-06 17:04:00.000000,real
12805,Janmabhoomi Express,2026-08-06,22,CHZ,Charlapalli,676,2026-08-06 18:05:00.000000,11.0,2026-08-06 18:16:00.000000,real
12805,Janmabhoomi Express,2026-08-06,23,SC,Secunderabad Jn,688,2026-08-06 18:25:00.000000,15.0,2026-08-06 18:40:00.000000,real
12805,Janmabhoomi Express,2026-08-06,24,BMT,Begumpet,693,2026-08-06 18:41:00.000000,1.0,2026-08-06 18:42:00.000000,real
12805,Janmabhoomi Express,2026-08-06,25,LPI,Lingampalli,711,2026-08-06 19:15:00.000000,13.0,2026-08-06 19:28:00.000000,real
12805,Janmabhoomi Express,2026-08-07,1,VSKP,Visakhapatnam Jn,0,2026-08-07 06:20:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,2,DVD,Duvvada,18,2026-08-07 06:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,3,AKP,Anakapalle,33,2026-08-07 06:58:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,4,YLM,Elamanchili,57,2026-08-07 07:13:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,5,TUNI,Tuni,97,2026-08-07 07:38:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,6,ANV,Annavaram,114,2026-08-07 07:58:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,7,SLO,Samalkot Jn,151,2026-08-07 08:33:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,8,APT,Anaparti,177,2026-08-07 08:49:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,9,RJY,Rajahmundry,201,2026-08-07 09:18:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,10,TDD,Tadepalligudem,243,2026-08-07 10:03:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,11,EE,Eluru,291,2026-08-07 10:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,12,NZD,Nuzvid,309,2026-08-07 11:03:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,13,BZA,Vijayawada Jn,350,2026-08-07 12:02:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,14,TEL,Tenali Jn,382,2026-08-07 12:45:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,15,GNT,Guntur Jn,407,2026-08-07 13:10:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,16,SAP,Sattenapalle,450,2026-08-07 13:56:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,17,PGRL,Piduguralla,480,2026-08-07 14:22:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,18,NDKD,Nadikode,502,2026-08-07 14:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,19,MRGA,Miryalaguda,541,2026-08-07 15:12:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,20,NLDA,Nalgonda,578,2026-08-07 15:42:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,21,RMNP,Ramannapet,613,2026-08-07 16:14:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,22,CHZ,Charlapalli,676,2026-08-07 18:05:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,23,SC,Secunderabad Jn,688,2026-08-07 18:25:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,24,BMT,Begumpet,693,2026-08-07 18:41:00.000000,,,real
12805,Janmabhoomi Express,2026-08-07,25,LPI,Lingampalli,711,2026-08-07 19:15:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,1,VSKP,Visakhapatnam Jn,0,2026-08-08 06:20:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,2,DVD,Duvvada,18,2026-08-08 06:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,3,AKP,Anakapalle,33,2026-08-08 06:58:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,4,YLM,Elamanchili,57,2026-08-08 07:13:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,5,TUNI,Tuni,97,2026-08-08 07:38:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,6,ANV,Annavaram,114,2026-08-08 07:58:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,7,SLO,Samalkot Jn,151,2026-08-08 08:33:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,8,APT,Anaparti,177,2026-08-08 08:49:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,9,RJY,Rajahmundry,201,2026-08-08 09:18:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,10,TDD,Tadepalligudem,243,2026-08-08 10:03:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,11,EE,Eluru,291,2026-08-08 10:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,12,NZD,Nuzvid,309,2026-08-08 11:03:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,13,BZA,Vijayawada Jn,350,2026-08-08 12:02:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,14,TEL,Tenali Jn,382,2026-08-08 12:45:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,15,GNT,Guntur Jn,407,2026-08-08 13:10:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,16,SAP,Sattenapalle,450,2026-08-08 13:56:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,17,PGRL,Piduguralla,480,2026-08-08 14:22:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,18,NDKD,Nadikode,502,2026-08-08 14:43:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,19,MRGA,Miryalaguda,541,2026-08-08 15:12:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,20,NLDA,Nalgonda,578,2026-08-08 15:42:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,21,RMNP,Ramannapet,613,2026-08-08 16:14:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,22,CHZ,Charlapalli,676,2026-08-08 18:05:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,23,SC,Secunderabad Jn,688,2026-08-08 18:25:00.000000,,,real
12805,Janmabhoomi Express,2026-08-08,24,BMT,Begumpet,693,2026-08-08 18:41:00.000000,,,real
